Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR
70,1.0,0.003207735660672713,1.4779287990398103e-11,1.4741692324825755e-11,28.809919214292567
71,1.0,0.0032195436442669697,1.5711756690312658e-11,1.5674368140104227e-11,28.69713490002156
72,1.0,0.0032054580546436082,1.5630505372507195e-11,1.560054787936372e-11,26.95255397569523
73,1.0,0.003204364578506997,1.6098934178718804e-11,1.6065297573988067e-11,28.069988547820117
74,1.0,0.0032122089519884493,1.6862214501012623e-11,1.6821558265190784e-11,28.7086714172557
75,1.0,0.0032040316279967293,1.737748091442997e-11,1.7344174417849896e-11,26.09807619607084
76,1.0,0.00321007706354266,1.7670064876921193e-11,1.7635361728983954e-11,28.396231032478802
77,1.0,0.003208076450242543,1.798136768150524e-11,1.793776141012944e-11,26.412230059695602
78,1.0,0.003235314033174298,1.8566302256629888e-11,1.8517537700682335e-11,27.799567432789615
79,1.0,0.003206956002291975,1.9389889363644725e-11,1.9348049924401025e-11,28.764000043502357
80,1.0,0.0032027818388877184,2.028737104724299e-11,2.0256597769655115e-11,27.63858613920821
81,1.0,0.003199336977893841,2.0714746604157945e-11,2.067868635790877e-11,28.82608081546543
82,1.0,0.0032011191647765003,2.129918802049833e-11,2.1252149605752396e-11,28.81126160472433
83,1.0,0.0031982743007178487,2.25487255641124e-11,2.250173236621645e-11,28.52937932592497
84,1.0,0.0031995668227776048,2.2673543242642645e-11,2.2649774496451198e-11,28.805297326446606
85,1.0,0.0031953434712994498,2.3043659712233518e-11,2.3014709201868883e-11,28.783570758196838
86,1.0,0.0031935234994491662,2.3855777931375453e-11,2.3807136252314464e-11,26.43834363454808
87,1.0,0.0031888444805229896,2.4566258691044717e-11,2.4523508530691544e-11,28.902507523712874
88,1.0,0.0031941257337163246,2.5266982458966316e-11,2.5214094576791543e-11,23.223245851025883
89,1.0,0.003207853854784205,2.6115059846265757e-11,2.609380750826097e-11,28.502641237231714
90,1.0,0.0032120239659034207,2.7454868449137897e-11,2.7374164514081007e-11,27.018867189696966
91,1.0,0.0031924511577755056,2.937704627595931e-11,2.9348909451976344e-11,28.830331927073296
92,1.0,0.003189359161947849,2.929996926913025e-11,2.926448233217963e-11,28.92739574617041
93,1.0,0.0031990730288646023,3.0508645953231796e-11,3.043526709817927e-11,28.758248129429013
94,1.0,0.003189281628863358,3.236264955772547e-11,3.229413228939851e-11,28.558610641499218
95,1.0,0.0031854033287293487,3.358346495260379e-11,3.3526055882264234e-11,25.97958237373977
96,1.0,0.0031791098908754275,3.6936901439081194e-11,3.684397800124105e-11,26.66588184767324
97,1.0,0.003191456528254419,3.877812207278553e-11,3.868698412751081e-11,25.69427670955139
98,1.0,0.0031848583165529146,4.191076133462062e-11,4.186859752012919e-11,20.967404396537393
99,1.0,0.003185434489231308,4.451022574713251e-11,4.439845436213607e-11,28.77010922998721
100,1.0,0.003187561058015505,4.749349387731225e-11,4.7377960528826925e-11,21.868177536120573
